client_id,region_product_id,date,amount
1,2,1/15/2016,257.4449487
1,5,1/15/2016,198.0921615
1,1,1/15/2016,146.123618
1,4,1/15/2016,135.5230882
1,3,1/15/2016,21.26388587
1,5,2/15/2016,256.495394
1,2,2/15/2016,249.2236947
1,1,2/15/2016,188.8407086
1,4,2/15/2016,107.8726741
1,3,2/15/2016,20.55312728
1,2,3/17/2016,268.7379721
1,5,3/17/2016,225.0003428
1,1,3/17/2016,186.0661369
1,4,3/17/2016,134.0214443
1,3,3/17/2016,31.73099162
1,2,4/17/2016,250.6302173
1,5,4/17/2016,213.903584
1,1,4/17/2016,186.6953159
1,4,4/17/2016,145.289016
1,3,4/17/2016,20.30112799
1,2,5/18/2016,339.5908488
1,5,5/18/2016,214.0417781
1,1,5/18/2016,148.4771607
1,4,5/18/2016,89.78250518
1,3,5/18/2016,28.22262524
1,2,6/18/2016,219.6195417
1,5,6/18/2016,201.0198108
1,1,6/18/2016,199.5663642
1,4,6/18/2016,101.5733654
1,3,6/18/2016,18.53335958
1,2,7/19/2016,228.278211
1,5,7/19/2016,179.0355277
1,4,7/19/2016,147.9454699
1,1,7/19/2016,135.3718081
1,3,7/19/2016,18.80671661
1,5,8/19/2016,220.6371165
1,2,8/19/2016,210.5814069
1,1,8/19/2016,173.9243475
1,4,8/19/2016,80.58837635
1,3,8/19/2016,35.24160144
1,2,9/19/2016,334.2733905
1,5,9/19/2016,267.1815497
1,1,9/19/2016,195.2926839
1,4,9/19/2016,129.877704
1,3,9/19/2016,25.99398085
1,2,10/20/2016,169.4836886
1,5,10/20/2016,147.0145245
1,1,10/20/2016,138.0317328
1,4,10/20/2016,108.1034864
1,3,10/20/2016,28.834192
1,2,11/20/2016,304.848127
1,5,11/20/2016,266.0866239
1,4,11/20/2016,127.1902532
1,1,11/20/2016,123.2520349
1,3,11/20/2016,8.339705817
1,2,12/21/2016,252.7277343
1,5,12/21/2016,246.3626165
1,4,12/21/2016,135.2161194
1,1,12/21/2016,132.0698724
1,3,12/21/2016,33.61277431
1,5,1/21/2017,246.3695154
1,2,1/21/2017,227.0605404
1,1,1/21/2017,154.4692521
1,4,1/21/2017,91.42871606
1,3,1/21/2017,31.52425888
1,2,2/21/2017,271.4174175
1,5,2/21/2017,214.5650052
1,1,2/21/2017,146.7443307
1,4,2/21/2017,137.9630942
1,3,2/21/2017,14.29717572
1,2,3/24/2017,271.8464852
1,5,3/24/2017,202.3597282
1,4,3/24/2017,183.2699414
1,1,3/24/2017,173.1313518
1,3,3/24/2017,33.70431755
1,2,4/24/2017,295.7850195
1,5,4/24/2017,180.8628521
1,1,4/24/2017,165.4980224
1,4,4/24/2017,143.7190056
1,3,4/24/2017,35.99276873
1,2,5/25/2017,293.641435
1,5,5/25/2017,230.3210036
1,4,5/25/2017,146.1307187
1,1,5/25/2017,118.6021376
1,3,5/25/2017,10.25744433
1,2,6/25/2017,315.5007233
1,5,6/25/2017,270.7165058
1,1,6/25/2017,212.4671327
1,4,6/25/2017,64.14002421
1,3,6/25/2017,17.3818857
1,2,7/26/2017,299.5603529
1,5,7/26/2017,192.1475505
1,1,7/26/2017,155.96465
1,4,7/26/2017,143.7445572
1,3,7/26/2017,22.22004278
1,2,8/26/2017,270.6304597
1,5,8/26/2017,269.9706061
1,1,8/26/2017,117.2182669
1,4,8/26/2017,111.2979699
1,3,8/26/2017,30.63035182
1,2,9/26/2017,317.1658427
1,1,9/26/2017,209.5799273
1,5,9/26/2017,178.7627416
1,4,9/26/2017,116.0121595
1,3,9/26/2017,17.04059295
1,2,10/27/2017,317.8902225
1,5,10/27/2017,219.8947623
1,1,10/27/2017,172.7823144
1,4,10/27/2017,140.0145221
1,3,10/27/2017,22.60181542
2,5,1/15/2016,11.74391587
2,2,1/15/2016,11.52693684
2,4,1/15/2016,6.600388786
2,1,1/15/2016,5.862298201
2,3,1/15/2016,0.487447815
2,2,2/15/2016,16.01690012
2,5,2/15/2016,14.2633102
2,1,2/15/2016,8.175668834
2,4,2/15/2016,5.244141307
2,3,2/15/2016,1.53517569
2,2,3/17/2016,11.53340289
2,5,3/17/2016,8.454034136
2,4,3/17/2016,6.469521375
2,1,3/17/2016,5.892656002
2,3,3/17/2016,1.020906253
2,2,4/17/2016,19.66738355
2,5,4/17/2016,17.39432411
2,1,4/17/2016,9.291455687
2,4,4/17/2016,6.921589094
2,3,4/17/2016,0.712838466
2,2,5/18/2016,22.04561941
2,5,5/18/2016,16.09592848
2,1,5/18/2016,8.53616749
2,4,5/18/2016,5.02136338
2,3,5/18/2016,0.938364559
2,5,6/18/2016,25.57024328
2,2,6/18/2016,20.10436557
2,4,6/18/2016,6.979414238
2,1,6/18/2016,3.81866676
2,3,6/18/2016,0.600018425
2,5,7/19/2016,17.74551784
2,2,7/19/2016,16.99806612
2,1,7/19/2016,7.234757843
2,4,7/19/2016,6.919383615
2,3,7/19/2016,0.556958008
2,2,8/19/2016,23.99534177
2,5,8/19/2016,13.72537451
2,4,8/19/2016,7.896873531
2,1,8/19/2016,7.075741755
2,3,8/19/2016,1.168953777
2,2,9/19/2016,27.22389482
2,5,9/19/2016,24.5141039
2,1,9/19/2016,10.58418917
2,4,9/19/2016,9.120227578
2,3,9/19/2016,1.363741032
2,5,10/20/2016,15.66906288
2,2,10/20/2016,13.95110644
2,4,10/20/2016,4.63468184
2,1,10/20/2016,2.603418392
2,3,10/20/2016,0.287806228
2,5,11/20/2016,20.55641376
2,2,11/20/2016,16.37357538
2,4,11/20/2016,8.145158016
2,1,11/20/2016,5.968218568
2,3,11/20/2016,0.579526621
2,5,12/21/2016,21.50378593
2,4,12/21/2016,8.660723349
2,1,12/21/2016,6.244871326
2,2,12/21/2016,5.725063519
2,3,12/21/2016,0.392426555
3,2,1/15/2016,127.6975877
3,5,1/15/2016,98.19161409
3,4,1/15/2016,65.73081907
3,1,1/15/2016,54.09492017
3,3,1/15/2016,6.354765357
3,2,2/15/2016,157.090927
3,5,2/15/2016,132.1996328
3,1,2/15/2016,83.50100773
3,4,2/15/2016,61.45054618
3,3,2/15/2016,5.996961488
3,2,3/17/2016,148.8100905
3,5,3/17/2016,125.2561769
3,1,3/17/2016,78.89594359
3,4,3/17/2016,74.23809051
3,3,3/17/2016,5.955172887
3,5,4/17/2016,171.3621433
3,2,4/17/2016,150.9338346
3,1,4/17/2016,97.75312267
3,4,4/17/2016,51.39747581
3,3,4/17/2016,3.937112454
3,2,5/18/2016,147.8142582
3,5,5/18/2016,118.9898852
3,1,5/18/2016,80.27644164
3,4,5/18/2016,43.31915648
3,3,5/18/2016,2.480285007
3,2,6/18/2016,100.9558088
3,5,6/18/2016,80.44293885
3,1,6/18/2016,79.45036902
3,4,6/18/2016,57.35021229
3,3,6/18/2016,5.133119402
3,5,7/19/2016,130.6968185
3,2,7/19/2016,119.9353923
3,1,7/19/2016,83.52778862
3,4,7/19/2016,48.52077597
3,3,7/19/2016,2.393905838
3,2,8/19/2016,129.9425884
3,4,8/19/2016,95.85100872
3,1,8/19/2016,87.06819613
3,5,8/19/2016,73.18608052
3,3,8/19/2016,5.705484368
3,2,9/19/2016,169.0351792
3,5,9/19/2016,153.3774359
3,1,9/19/2016,115.7541902
3,4,9/19/2016,46.39271521
3,3,9/19/2016,9.47471826
3,2,10/20/2016,50.27679326
3,4,10/20/2016,41.5271546
3,1,10/20/2016,34.78172805
3,5,10/20/2016,23.34235443
3,3,10/20/2016,3.538409497
3,2,11/20/2016,137.1384264
3,5,11/20/2016,101.8864592
3,1,11/20/2016,60.85013405
3,4,11/20/2016,46.84000057
3,3,11/20/2016,3.03854764
3,5,12/21/2016,141.8481781
3,2,12/21/2016,110.6829502
3,4,12/21/2016,60.98778333
3,1,12/21/2016,60.30647544
3,3,12/21/2016,7.381414418
3,2,1/21/2017,140.2790775
3,5,1/21/2017,118.0154617
3,1,1/21/2017,94.90778661
3,4,1/21/2017,64.86865616
3,3,1/21/2017,4.450869212
3,5,2/21/2017,141.1382615
3,2,2/21/2017,108.0327587
3,4,2/21/2017,62.90263058
3,1,2/21/2017,50.74694859
3,3,2/21/2017,8.13691515
3,2,3/24/2017,162.3532626
3,5,3/24/2017,128.0437228
3,1,3/24/2017,106.4447441
3,4,3/24/2017,77.82364622
3,3,3/24/2017,6.991268555
3,2,4/24/2017,156.3646
3,5,4/24/2017,128.939625
3,1,4/24/2017,100.8425939
3,4,4/24/2017,72.88187599
3,3,4/24/2017,4.531489934
3,5,5/25/2017,206.8789142
3,2,5/25/2017,185.0398359
3,4,5/25/2017,71.4102366
3,1,5/25/2017,63.33539049
3,3,5/25/2017,1.808211223
3,2,6/25/2017,229.3640426
3,5,6/25/2017,126.4082462
3,1,6/25/2017,93.42415058
3,4,6/25/2017,75.153083
3,3,6/25/2017,3.036208562
3,2,7/26/2017,200.5923905
3,5,7/26/2017,128.8385352
3,1,7/26/2017,120.5953504
3,4,7/26/2017,76.01278549
3,3,7/26/2017,3.593819487
3,2,8/26/2017,186.2843603
3,5,8/26/2017,126.2839947
3,1,8/26/2017,117.4114873
3,4,8/26/2017,64.52609695
3,3,8/26/2017,8.752036245
3,5,9/26/2017,167.2758912
3,2,9/26/2017,150.255389
3,4,9/26/2017,98.60596266
3,1,9/26/2017,80.31624843
3,3,9/26/2017,6.039190337
3,5,10/27/2017,179.9061624
3,2,10/27/2017,170.9705725
3,1,10/27/2017,93.67321796
3,4,10/27/2017,74.5951802
3,3,10/27/2017,4.634079136
4,2,1/15/2016,33.07798233
4,5,1/15/2016,22.75213552
4,4,1/15/2016,16.04662996
4,1,1/15/2016,9.325290187
4,3,1/15/2016,1.884372905
4,5,2/15/2016,55.48404115
4,2,2/15/2016,44.65851917
4,4,2/15/2016,34.7381233
