sale_id,date,amount
1,1/15/2016,-28.88349256
2,1/15/2016,-59.34776179
3,1/15/2016,-40.75325977
4,1/15/2016,-47.20307664
5,1/15/2016,-6.002402311
6,2/15/2016,-93.0256976
7,2/15/2016,-28.89071084
8,2/15/2016,-45.08890856
9,2/15/2016,-37.77945466
10,2/15/2016,-6.409170136
11,3/17/2016,-14.93806833
12,3/17/2016,-69.06174639
13,3/17/2016,-32.77998199
14,3/17/2016,-51.42595153
15,3/17/2016,-8.609936927
16,4/17/2016,-62.54160971
17,4/17/2016,-62.67189327
18,4/17/2016,-38.18677165
19,4/17/2016,-48.3253456
20,4/17/2016,-5.735625777
21,5/18/2016,-60.93844066
22,5/18/2016,-65.14502825
23,5/18/2016,-26.71785421
24,5/18/2016,-28.59943374
25,5/18/2016,-7.542115094
26,6/18/2016,-28.6533286
27,6/18/2016,-70.39661739
28,6/18/2016,-60.84980685
29,6/18/2016,-40.41023613
30,6/18/2016,-6.621983136
31,7/19/2016,-14.11772098
32,7/19/2016,-33.36527308
33,7/19/2016,-46.72787189
34,7/19/2016,-28.14617982
35,7/19/2016,-6.001536667
36,8/19/2016,-47.75043802
37,8/19/2016,-13.80557504
38,8/19/2016,-59.7083874
39,8/19/2016,-22.94880073
40,8/19/2016,-21.76040457
41,9/19/2016,37.92102614
42,9/19/2016,-92.85771821
43,9/19/2016,-115.8087209
44,9/19/2016,-50.57634037
45,9/19/2016,-13.537507
46,10/20/2016,5.819233122
47,10/20/2016,-237.1904556
48,10/20/2016,52.35488676
49,10/20/2016,-35.69486177
50,10/20/2016,-14.49518779
51,11/20/2016,-39.36527848
52,11/20/2016,-108.5052226
53,11/20/2016,-61.84686731
54,11/20/2016,-54.57951429
55,11/20/2016,-5.549696584
56,12/21/2016,-6.70404477
57,12/21/2016,-105.71013
58,12/21/2016,-68.38632611
59,12/21/2016,-51.85170127
60,12/21/2016,-4.430843501
61,1/21/2017,-85.01567002
62,1/21/2017,-11.43761927
63,1/21/2017,-69.91242223
64,1/21/2017,-33.53473268
65,1/21/2017,-18.82149036
66,2/21/2017,-13.18256454
67,2/21/2017,-88.20703269
68,2/21/2017,-74.06783012
